cluster_id_1,cluster_id_2,distance_miles
59,88,78.25841440029924
59,97,142.69642415775394
59,80,59.03173609311316
59,83,30.37099224600225
59,61,165.81319054217488
59,69,23.696270402819465
59,66,94.50546208693248
59,98,54.40709971295179
59,73,59.803793993321705
59,63,41.57118452211808
59,75,155.88544695851652
59,70,161.77287912193216
59,72,94.56227496072098
59,65,122.44571972010851
59,74,143.71668249097448
59,67,143.0709962742721
59,96,107.66318952297347
59,89,100.36847945095208
16,32,54.877897868786135
16,92,190.42897174564317
16,40,71.38402589310262
16,17,238.79065668112077
16,60,226.13988213973013
16,56,114.45844962463146
16,79,23.503175641565903
16,77,230.00865740014436
16,91,161.68318071343725
16,18,62.65307483452694
16,54,208.90565437215983
16,19,148.82210598767657
16,59,24.985644242068748
16,29,80.32032414262667
16,34,210.1150073888843
16,62,18.036090903858263
16,42,155.44166706906785
16,31,21.569327479503645
16,90,217.7374353635115
16,46,30.92077635778655
16,85,224.45530432398309
16,53,48.86526850614982
16,99,186.9068262176831
16,57,192.8936360637081
16,71,222.20719691859858
16,94,31.686666085259795
16,78,78.57946044414416
16,52,87.34131786262546
16,28,44.56382736898831
16,22,80.65433471629113
16,84,70.62654242940782
16,82,209.15469144297475
16,64,163.29277070249958
16,27,141.70033664921377
16,48,172.48597080108186
16,38,43.344651988246426
16,41,135.1547187471817
16,95,89.26662210647403
16,43,101.22542321101737
16,50,47.858968567242115
16,87,130.0911233768536
16,49,173.28055405897473
16,33,80.57810016881356
16,93,87.63728515437921
16,35,95.63161917948901
16,30,74.46278900220389
16,68,53.713403821213035
16,76,62.90882585664356
16,86,112.86075978536351
16,58,180.5344282794586
16,81,59.4769969205587
16,88,55.608124552155495
16,21,68.22575093450928
16,97,145.45106230225662
16,55,101.8887621518808
16,23,128.07398171822555
16,39,165.97332898230962
16,80,35.97547420265831
16,83,28.519346735665955
16,51,136.91744963960187
16,24,78.23273522601411
16,61,187.1589552465973
16,69,48.46279314594852
16,37,102.18085131910425
16,66,85.41424698373818
16,26,66.97711011818782
16,98,68.90540761439108
16,25,205.23084393680168
16,44,187.60874722614258
16,73,77.18914153180779
16,63,46.48072047720761
16,75,172.8660428750481
16,45,60.68186114119017
16,70,181.0342691929738
16,36,116.10352629118975
16,72,71.48523916478972
16,65,138.98123364863943
16,47,49.97445062884195
16,74,152.66645633477162
16,67,165.2171536489457
16,20,229.20711051201027
16,96,123.24193724955346
16,89,123.01789795811496
29,32,127.8853745600058
29,92,114.6338509147569
29,40,66.05703284740204
29,60,145.95350225058894
29,56,37.681969009556475
29,79,103.75239343062296
29,77,159.15335758088082
29,91,105.05814304133943
29,54,137.05737552484536
29,59,73.22666118536424
29,34,148.2498481188107
29,62,85.87641596352832
29,42,93.02240730403577
29,31,59.10279886752575
29,90,142.54528781197948
29,46,68.45247881591939
29,85,158.06313336622284
29,53,36.400046639575855
29,99,106.67203549243158
29,57,113.81687799456606
29,71,142.0040600396992
29,94,100.85576528287113
29,78,100.5682804715513
29,52,89.05848214053105
29,84,118.46778651739332
29,82,129.6095223357652
29,64,86.71858739791442
29,48,92.72054437739698
29,38,46.05246447561193
29,41,55.56799610817268
29,95,156.00006544887376
29,43,55.775119769715026
29,50,127.8041622167866
29,87,73.7947368446217
29,49,93.09924459915572
29,33,31.513956537893172
29,93,17.928050145729017
29,35,44.75394479156888
29,30,145.75604760886765
29,68,27.590441032806513
29,76,38.68591092150643
29,86,52.61193125830113
29,58,101.51275556275165
29,81,72.26467335907523
29,88,93.89186744871887
29,97,70.2721218875763
29,55,30.473369634246875
29,39,89.3464449869434
29,80,85.61320276753035
29,83,102.07979010098235
29,51,94.58321156676116
29,61,130.35132804672827
29,69,69.57650677311354
29,37,84.85325409065224
29,66,55.50255797517629
29,98,122.60581912940961
29,44,117.01925628238652
29,73,123.73703523782837
29,63,114.78174391689011
29,75,101.73714493174178
29,45,124.54807920388838
29,70,116.14119919258191
29,36,55.585134703541094
29,72,106.73792424977388
29,65,69.33906054543068
29,47,105.0253652130506
29,74,72.34684356045793
29,67,114.8394607406308
29,96,53.021862785271125
29,89,83.52781435890341
34,92,62.9546616342123
34,40,213.78165511167307
34,60,111.60145470180504
34,56,113.13632756463056
34,79,231.31284949526204
34,77,40.033554275521986
34,91,48.81623578646159
34,54,39.8356111987432
34,59,189.57579794700473
34,62,223.00486091134786
34,42,55.83021351177923
34,90,58.31737082876094
34,46,211.72675992873067
34,85,20.9958333690948
34,53,163.46069323574946
34,99,118.19807298332668
34,57,137.92326804303028
34,71,128.6559464154198
34,94,239.0543788511962
34,78,166.1263610326906
34,52,143.70492849159035
34,84,264.96666174496244
34,82,93.42177292356675
34,64,77.94828821309213
